,sensor_id,latency
1211,pressure,0.044244
1212,humidity,0.219835
1213,temperature,0.076862
1214,pressure,0.048053
1215,humidity,0.240188
1216,temperature,0.097802
1217,pressure,0.04622
1218,humidity,0.152308
1219,temperature,0.206219
1220,pressure,0.094591
1221,humidity,0.219895
1222,temperature,0.077981
1223,pressure,0.046539
1224,humidity,0.08494
1225,temperature,0.065655
1226,pressure,0.044576
1227,humidity,0.102267
1228,temperature,0.045102
1229,pressure,0.133652
1230,humidity,0.052924
1231,temperature,0.05483
1232,pressure,0.048659
1233,humidity,0.116349
1234,temperature,0.047924
1235,pressure,0.07018
1236,humidity,0.155184
1237,temperature,0.0455
1238,pressure,0.046955
1239,humidity,0.17663
1240,temperature,0.044408
1241,pressure,0.101975
1242,humidity,0.192432
1243,temperature,0.050395
1244,pressure,0.119503
1245,humidity,0.211276
